repo,pr_a,pr_b,agent_a,agent_b,opened_a,closed_a,opened_b,closed_b,cross_agent,conflict,both_files,dup_title,revert,fix_in_flight,merged_a,merged_b,both_merged,bm_shared,mega,near_miss,primary_stratum,cross_agent_candidate,in_prevalence_sample,in_enriched_sample,pi_prevalence,pi_enriched,incl_prob,title_a,body_a,files_a,n_files_a,title_b,body_b,files_b,n_files_b,files_shared,has_diff,frame_id,dataset_version,config_version,anon_id
mochilang/mochi,6394,12776,OpenAI_Codex,OpenAI_Codex,2025-07-08T09:53:30+00:00,2025-07-30T23:20:55+00:00,2025-07-24T17:57:46+00:00,2025-07-24T17:58:00+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,True,False,0.006268805378597663,,,Add Erlang compiler outputs,"## Summary
- extend Erlang compiler to support user-defined function calls and add sum/min/max built-ins
- generate Erlang source code for Mochi programs under `tests/vm/valid`
- include execution outputs and failures in `tests/machine/x/erlang`

## Testing
- `go test -tags slow ./compiler/x/erlang -run TestCompilePrograms -count=1` *(fails: timeout)*

------
https://chatgpt.com/codex/tasks/task_e_686cdb3f55c883208d54771383d63d30","compiler/x/erlang/compiler.go
tests/machine/x/erlang/README.md
tests/machine/x/erlang/append_builtin.erl
tests/machine/x/erlang/append_builtin.out
tests/machine/x/erlang/avg_builtin.erl
tests/machine/x/erlang/avg_builtin.out
tests/machine/x/erlang/basic_compare.erl
tests/machine/x/erlang/basic_compare.out
tests/machine/x/erlang/binary_precedence.erl
tests/machine/x/erlang/binary_precedence.out
tests/machine/x/erlang/bool_chain.erl
tests/machine/x/erlang/bool_chain.out
tests/machine/x/erlang/break_continue.error
tests/machine/x/erlang/cast_string_to_int.error
tests/machine/x/erlang/cast_struct.error
tests/machine/x/erlang/closure.erl
tests/machine/x/erlang/closure.error
tests/machine/x/erlang/count_builtin.erl
tests/machine/x/erlang/count_builtin.out
tests/machine/x/erlang/cross_join.error
tests/machine/x/erlang/cross_join_filter.error
tests/machine/x/erlang/cross_join_triple.error
tests/machine/x/erlang/dataset_sort_take_limit.error
tests/machine/x/erlang/dataset_where_filter.error
tests/machine/x/erlang/exists_builtin.error
tests/machine/x/erlang/for_list_collection.erl
tests/machine/x/erlang/for_list_collection.out
tests/machine/x/erlang/for_loop.erl
tests/machine/x/erlang/for_loop.out
tests/machine/x/erlang/for_map_collection.erl
tests/machine/x/erlang/for_map_collection.out
tests/machine/x/erlang/fun_call.erl
tests/machine/x/erlang/fun_call.out
tests/machine/x/erlang/fun_expr_in_let.erl
tests/machine/x/erlang/fun_expr_in_let.error
tests/machine/x/erlang/fun_three_args.erl
tests/machine/x/erlang/fun_three_args.out
tests/machine/x/erlang/group_by.error
tests/machine/x/erlang/group_by_conditional_sum.error
tests/machine/x/erlang/group_by_having.error
tests/machine/x/erlang/group_by_join.error
tests/machine/x/erlang/group_by_left_join.error
tests/machine/x/erlang/group_by_multi_join.error
tests/machine/x/erlang/group_by_multi_join_sort.error
tests/machine/x/erlang/group_by_sort.error
tests/machine/x/erlang/group_items_iteration.error
tests/machine/x/erlang/if_else.erl
tests/machine/x/erlang/if_else.out
tests/machine/x/erlang/if_then_else.erl
tests/machine/x/erlang/if_then_else.out
tests/machine/x/erlang/if_then_else_nested.erl
tests/machine/x/erlang/if_then_else_nested.out
tests/machine/x/erlang/in_operator.error
tests/machine/x/erlang/in_operator_extended.error
tests/machine/x/erlang/inner_join.error
tests/machine/x/erlang/join_multi.error
tests/machine/x/erlang/json_builtin.erl
tests/machine/x/erlang/json_builtin.error
tests/machine/x/erlang/left_join.error
tests/machine/x/erlang/left_join_multi.error
tests/machine/x/erlang/len_builtin.erl
tests/machine/x/erlang/len_builtin.out
tests/machine/x/erlang/len_map.erl
tests/machine/x/erlang/len_map.out
tests/machine/x/erlang/len_string.erl
tests/machine/x/erlang/len_string.out
tests/machine/x/erlang/let_and_print.erl
tests/machine/x/erlang/let_and_print.out
tests/machine/x/erlang/list_assign.erl
tests/machine/x/erlang/list_assign.out
tests/machine/x/erlang/list_index.erl
tests/machine/x/erlang/list_index.out
tests/machine/x/erlang/list_nested_assign.error
tests/machine/x/erlang/list_set_ops.error
tests/machine/x/erlang/load_yaml.error
tests/machine/x/erlang/map_assign.erl
tests/machine/x/erlang/map_assign.out
tests/machine/x/erlang/map_in_operator.error
tests/machine/x/erlang/map_index.erl
tests/machine/x/erlang/map_index.out",127,Fix Java transpiler map lookup for dynamic objects,"## Summary
- improve type inference for map lookups and propagate struct field types
- cast call arguments to expected parameter types
- allow map literals with null values
- handle string concatenation correctly
- update Rosetta checklist

## Testing
- `go test -tags=slow ./transpiler/x/java -run TestJavaTranspiler_Rosetta_Golden -index=39`
- `UPDATE=1 go test -tags=slow ./transpiler/x/java -run TestJavaTranspiler_Rosetta_Golden -index=39`


------
https://chatgpt.com/codex/tasks/task_e_68826f550bfc8320b1bac4547b91b93b","tests/rosetta/transpiler/Java/algebraic-data-types.error
tests/rosetta/transpiler/Java/algebraic-data-types.java
tests/rosetta/transpiler/Java/algebraic-data-types.out
transpiler/x/java/README.md
transpiler/x/java/ROSETTA.md
transpiler/x/java/TASKS.md
transpiler/x/java/transpiler.go",7,,False,7450,v1,v1,P66a267004b3a71cc
mochilang/mochi,6462,10960,OpenAI_Codex,OpenAI_Codex,2025-07-08T11:02:18+00:00,2025-07-30T23:20:55+00:00,2025-07-21T00:29:02+00:00,2025-07-21T00:29:14+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,True,False,0.006268805378597663,,,Improve PHP compiler match expr handling,"## Summary
- support wildcard cases in PHP match expressions
- add missing machine outputs for match tests
- update PHP machine README

## Testing
- `go test -tags slow ./compiler/x/php -run TestPHPCompiler_ValidPrograms/match_full -v`
- `go test -tags slow ./compiler/x/php -run TestPHPCompiler_ValidPrograms/match_expr -v`
- `go test -tags slow ./compiler/x/php -run TestPHPCompiler_ValidPrograms -count=1`


------
https://chatgpt.com/codex/tasks/task_e_686cf8262c048320bbff04ab46cd72ad","compiler/x/php/compiler.go
compiler/x/php/helpers.go
tests/machine/x/php/README.md
tests/machine/x/php/exists_builtin.error
tests/machine/x/php/exists_builtin.out
tests/machine/x/php/exists_builtin.php
tests/machine/x/php/match_expr.error
tests/machine/x/php/match_expr.out
tests/machine/x/php/match_expr.php
tests/machine/x/php/match_full.error
tests/machine/x/php/match_full.out
tests/machine/x/php/match_full.php",12,Enhance Erlang transpiler and update progress,"## Summary
- support `sort`, `skip` and `take` in Erlang transpiler queries
- add new golden test for `dataset_sort_take_limit`
- update README checklist and TASKS progress

## Testing
- `go test ./transpiler/x/erl -tags slow -run TestTranspileDatasetSortTakeLimit -update`

------
https://chatgpt.com/codex/tasks/task_e_687d84c4e2688320b6cac6ac88c5ee17","tests/transpiler/x/erl/dataset_sort_take_limit.erl
tests/transpiler/x/erl/dataset_sort_take_limit.out
transpiler/x/erl/README.md
transpiler/x/erl/TASKS.md
transpiler/x/erl/transpiler.go
transpiler/x/erl/transpiler_test.go",6,,False,3516,v1,v1,Pfeab896592f3d868
mochilang/mochi,13955,14277,OpenAI_Codex,OpenAI_Codex,2025-07-28T01:17:14+00:00,2025-07-30T23:20:55+00:00,2025-07-28T12:30:09+00:00,2025-07-28T12:30:28+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,True,False,0.006268805378597663,,,Add Rosetta find-limit-of-recursion in Mochi,"## Summary
- download Rosetta task 379 for Go
- implement `find-limit-of-recursion` in Mochi with small recursive depth
- add expected output for the Mochi program

## Testing
- `MOCHI_ROSETTA_ONLY=find-limit-of-recursion go test ./runtime/vm -run Rosetta -tags slow -count=1`


------
https://chatgpt.com/codex/tasks/task_e_6886ca8838c48320bb594d3500906ba0","tests/rosetta/x/Mochi/find-limit-of-recursion.mochi
tests/rosetta/x/Mochi/find-limit-of-recursion.out",2,Update a2mochi Java converter,"## Summary
- support if/else blocks and parsing `Integer.parseInt`
- handle ternary boolean expressions
- add more Java tests and generated output
- update README checklist

## Testing
- `go test -tags=slow`

------
https://chatgpt.com/codex/tasks/task_e_68875b657ef08320bf9ea4a29c27e9f9","tests/a2mochi/x/java/basic_compare.ast
tests/a2mochi/x/java/basic_compare.mochi
tests/a2mochi/x/java/basic_compare.out
tests/a2mochi/x/java/binary_precedence.mochi
tests/a2mochi/x/java/cast_string_to_int.ast
tests/a2mochi/x/java/cast_string_to_int.mochi
tests/a2mochi/x/java/cast_string_to_int.out
tests/a2mochi/x/java/for_loop.mochi
tests/a2mochi/x/java/if_else.ast
tests/a2mochi/x/java/if_else.mochi
tests/a2mochi/x/java/if_else.out
tests/a2mochi/x/java/let_and_print.mochi
tests/a2mochi/x/java/math_ops.mochi
tests/a2mochi/x/java/print_hello.mochi
tests/a2mochi/x/java/string_concat.mochi
tests/a2mochi/x/java/unary_neg.mochi
tests/a2mochi/x/java/var_assignment.mochi
tests/a2mochi/x/java/while_loop.mochi
tools/a2mochi/x/java/README.md
tools/a2mochi/x/java/convert.go
tools/a2mochi/x/java/convert_test.go",21,,False,1309,v1,v1,P29b928016ef998b0
mochilang/mochi,4101,11802,OpenAI_Codex,OpenAI_Codex,2025-06-30T07:06:29+00:00,2025-07-30T23:20:55+00:00,2025-07-22T06:30:32+00:00,2025-07-22T06:30:45+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,False,True,,0.005601571224084033,0.005601571224084033,Update VM opcodes and regenerate tpc‑ds IR,"## Summary
- remove duplicate OpFirst opcode and handlers in the VM
- regenerate IR for TPC‑DS queries q70 and q79

## Testing
- `go run /tmp/gen_ir.go`
- `go run /tmp/gen_ir70.go`


------
https://chatgpt.com/codex/tasks/task_e_6862320f3ecc8320a6cc7d8512dfdb78","runtime/vm/vm.go
tests/dataset/tpc-ds/out/q70.ir.out
tests/dataset/tpc-ds/out/q79.ir.out",3,Update erl transpiler for go_auto,"## Summary
- support `go_auto` in Erlang transpiler by mapping Go testpkg usage to native Erlang code
- track auto imports during transpilation
- regenerate golden output for `go_auto`
- update docs with latest checklist and progress

## Testing
- `go test ./transpiler/x/erl -run TestTranspileGoAuto -tags slow -update -count=1`
- `go test ./transpiler/x/erl -tags slow -count=1` *(fails: interrupt)*

------
https://chatgpt.com/codex/tasks/task_e_687f2bdfbcc083208830d29b0a7d7ee8","tests/transpiler/x/erl/go_auto.erl
tests/transpiler/x/erl/go_auto.out
transpiler/x/erl/README.md
transpiler/x/erl/TASKS.md
transpiler/x/erl/transpiler.go
transpiler/x/erl/transpiler_test.go",6,,False,5061,v1,v1,P264a9c426745c77e
MontrealAI/AGI-Alpha-Agent-v0,1031,2290,OpenAI_Codex,OpenAI_Codex,2025-05-28T01:55:59+00:00,2025-07-30T23:20:55+00:00,2025-06-17T12:58:35+00:00,2025-06-17T12:59:46+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,False,True,,0.005601571224084033,0.005601571224084033,[alpha_factory] Automate load test feedback,"## Summary
- comment load test metrics on PRs
- update changelog about automated benchmark feedback

## Testing
- `python check_env.py --auto-install`
- `pytest -q`
",".github/workflows/loadtest.yml
docs/CHANGELOG.md",2,[alpha_factory] handle missing OPENAI key,"## Summary
- default to `local_llm` when `OPENAI_API_KEY` is empty
- test fallback behaviour for missing API key

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install` *(fails: no network)*
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_business_3_v1/alpha_agi_business_3_v1.py tests/test_alpha_agi_business_3_v1.py` *(fails: requirements.lock out of date)*
- `pytest tests/test_alpha_agi_business_3_v1.py::test_llm_comment_no_api_key -q` *(fails: environment check failed)*

------
https://chatgpt.com/codex/tasks/task_e_6851647cfad8833385acc5fa2d141a50","alpha_factory_v1/demos/alpha_agi_business_3_v1/alpha_agi_business_3_v1.py
tests/test_alpha_agi_business_3_v1.py",2,,False,6142,v1,v1,P0546cd65524c8954
mochilang/mochi,4324,4455,OpenAI_Codex,OpenAI_Codex,2025-06-30T20:40:22+00:00,2025-07-03T10:40:30+00:00,2025-07-01T16:52:48+00:00,2025-07-03T03:19:09+00:00,False,False,True,False,False,False,False,False,False,False,True,False,control,False,False,True,,0.005601571224084033,0.005601571224084033,Add fuzz harness for VM,"## Summary
- add `tools/fuzz` directory
- implement `FuzzVM` to parse, type-check, compile and execute random inputs
- document how to run the fuzz tests

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_6862f49265448320992adb70fad9f77c","tools/fuzz/README.md
tools/fuzz/fuzz_vm_test.go",2,Add tpc-ds q23 support in Go compiler,"## Summary
- support mixed int/float arithmetic in Go codegen
- skip tests if golden files are missing and enable q23
- add generated Go output for tpc-ds q23
- add interpreter output for q23

## Testing
- `go test ./compile/go -tags slow -run TestGoCompiler_TPCDSQueries -count=1` *(fails: panic: sum() expects numbers)*

------
https://chatgpt.com/codex/tasks/task_e_68640b6d00b483209eba6521d76c8962","compile/go/compiler.go
compile/go/compiler_test.go
tests/dataset/tpc-ds/compiler/go/q23.go.out
tests/dataset/tpc-ds/compiler/go/q23.out
tests/dataset/tpc-ds/out/q23.out",5,,False,5204,v1,v1,P06a414ffa1d12272
mochilang/mochi,4016,14317,OpenAI_Codex,OpenAI_Codex,2025-06-29T18:30:11+00:00,2025-07-30T23:20:55+00:00,2025-07-28T14:26:05+00:00,2025-07-28T14:26:53+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,True,False,0.006268805378597663,,,Enable VM register compaction when MakeMap absent,"## Summary
- add helper to detect MakeMap usage
- enable CompactRegisters optimisation when safe

## Testing
- `go build ./runtime/vm/...`
- `go vet ./...`
- `go test ./...`


------
https://chatgpt.com/codex/tasks/task_e_6861747e93448320b472f1b0f1f77eff","runtime/vm/liveness.go
runtime/vm/regopt.go",2,Improve Python a2mochi tests,"## Summary
- rewrite parseErrorLine in Python converter to avoid regex
- update Python converter tests to generate Mochi files and compare runtime output
- regenerate `.mochi` testdata with headers and add `.out` files

## Testing
- `go test ./tools/a2mochi/x/py -run TestConvert_Golden -tags slow -count=1`

------
https://chatgpt.com/codex/tasks/task_e_68878594dc20832099dd05f7169e7778","tests/a2mochi/x/py/append_builtin.mochi
tests/a2mochi/x/py/append_builtin.out
tests/a2mochi/x/py/avg_builtin.mochi
tests/a2mochi/x/py/avg_builtin.out
tests/a2mochi/x/py/basic_compare.mochi
tests/a2mochi/x/py/basic_compare.out
tests/a2mochi/x/py/binary_precedence.mochi
tests/a2mochi/x/py/binary_precedence.out
tests/a2mochi/x/py/bool_chain.mochi
tests/a2mochi/x/py/break_continue.mochi
tests/a2mochi/x/py/break_continue.out
tests/a2mochi/x/py/cast_string_to_int.mochi
tests/a2mochi/x/py/cast_string_to_int.out
tests/a2mochi/x/py/closure.mochi
tests/a2mochi/x/py/count_builtin.mochi
tests/a2mochi/x/py/for_loop.mochi
tests/a2mochi/x/py/for_loop.out
tests/a2mochi/x/py/fun_call.mochi
tests/a2mochi/x/py/fun_call.out
tests/a2mochi/x/py/fun_expr_in_let.mochi
tests/a2mochi/x/py/fun_expr_in_let.out
tests/a2mochi/x/py/fun_three_args.mochi
tests/a2mochi/x/py/fun_three_args.out
tests/a2mochi/x/py/if_else.mochi
tests/a2mochi/x/py/if_else.out
tests/a2mochi/x/py/if_then_else.mochi
tests/a2mochi/x/py/if_then_else.out
tests/a2mochi/x/py/len_builtin.mochi
tests/a2mochi/x/py/len_builtin.out
tests/a2mochi/x/py/len_map.mochi
tests/a2mochi/x/py/len_map.out
tests/a2mochi/x/py/len_string.mochi
tests/a2mochi/x/py/len_string.out
tests/a2mochi/x/py/let_and_print.mochi
tests/a2mochi/x/py/let_and_print.out
tests/a2mochi/x/py/list_assign.mochi
tests/a2mochi/x/py/list_assign.out
tests/a2mochi/x/py/list_index.mochi
tests/a2mochi/x/py/list_index.out
tests/a2mochi/x/py/map_assign.mochi
tests/a2mochi/x/py/map_assign.out
tests/a2mochi/x/py/map_index.mochi
tests/a2mochi/x/py/map_index.out
tests/a2mochi/x/py/map_int_key.mochi
tests/a2mochi/x/py/map_int_key.out
tests/a2mochi/x/py/map_literal_dynamic.mochi
tests/a2mochi/x/py/map_literal_dynamic.out
tests/a2mochi/x/py/map_membership.mochi
tests/a2mochi/x/py/map_membership.out
tests/a2mochi/x/py/math_ops.mochi
tests/a2mochi/x/py/membership.mochi
tests/a2mochi/x/py/membership.out
tests/a2mochi/x/py/min_max_builtin.mochi
tests/a2mochi/x/py/print_hello.mochi
tests/a2mochi/x/py/print_hello.out
tests/a2mochi/x/py/slice.mochi
tests/a2mochi/x/py/string_compare.mochi
tests/a2mochi/x/py/string_compare.out
tests/a2mochi/x/py/string_concat.mochi
tests/a2mochi/x/py/string_concat.out
tests/a2mochi/x/py/string_index.mochi
tests/a2mochi/x/py/string_index.out
tests/a2mochi/x/py/string_prefix_slice.mochi
tests/a2mochi/x/py/string_prefix_slice.out
tests/a2mochi/x/py/sum_builtin.mochi
tests/a2mochi/x/py/sum_builtin.out
tests/a2mochi/x/py/unary_neg.mochi
tests/a2mochi/x/py/unary_neg.out
tests/a2mochi/x/py/while_loop.mochi
tests/a2mochi/x/py/while_loop.out
tools/a2mochi/x/py/convert.go
tools/a2mochi/x/py/convert_test.go",72,,False,5792,v1,v1,P80e920e213d3d8ef
MontrealAI/AGI-Alpha-Agent-v0,144,2103,OpenAI_Codex,OpenAI_Codex,2025-05-17T17:59:21+00:00,2025-07-30T23:20:55+00:00,2025-06-13T19:55:24+00:00,2025-06-13T19:56:10+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,False,True,,0.005601571224084033,0.005601571224084033,Improve demo table,"## Summary
- fix truncated rows in demo showcase table for business 2, era of experience and muzero planning

## Testing
- `python alpha_factory_v1/scripts/run_tests.py`",README.md,1,[alpha_factory] add macro sentinel notebook test,"## Summary
- add lightweight notebook test for the macro sentinel demo

## Testing
- `python scripts/check_python_deps.py` *(fails: Missing packages numpy, yaml, pandas)*
- `python check_env.py --auto-install --timeout 10 --allow-basic-fallback` *(failed: timed out installing requirements)*
- `pytest -q tests/test_notebooks.py`

------
https://chatgpt.com/codex/tasks/task_e_684c7163670c8333834238df2459886d",tests/test_notebooks.py,1,,False,4666,v1,v1,P331cf61a1045e375
mochilang/mochi,4105,6145,OpenAI_Codex,OpenAI_Codex,2025-06-30T07:21:02+00:00,2025-07-30T23:20:55+00:00,2025-07-07T17:05:45+00:00,2025-07-07T17:06:12+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,True,False,0.006268805378597663,,,Implement 'first' opcode in VM,"## Summary
- add `OpFirst` opcode to `runtime/vm`
- handle `first()` builtin in VM execution
- regenerate IR golden files for TPC‑DS queries q1–q9

## Testing
- `go test -tags slow ./tests/vm -run TestVM_TPCDS/q1.mochi`
- `for i in {2..9}; do go test -tags slow ./tests/vm -run TestVM_TPCDS/q${i}.mochi; done`


------
https://chatgpt.com/codex/tasks/task_e_6862385b538c8320815be5598c673838","runtime/vm/vm.go
tests/dataset/tpc-ds/out/q1.ir.out
tests/dataset/tpc-ds/out/q2.ir.out
tests/dataset/tpc-ds/out/q3.ir.out
tests/dataset/tpc-ds/out/q4.ir.out
tests/dataset/tpc-ds/out/q5.ir.out
tests/dataset/tpc-ds/out/q6.ir.out
tests/dataset/tpc-ds/out/q7.ir.out
tests/dataset/tpc-ds/out/q8.ir.out
tests/dataset/tpc-ds/out/q9.ir.out",10,Improve Zig compiler literal type inference,"## Summary
- update Zig compiler to infer integer literal size using context
- return `i64` constants for large values
- expose helper for determining a primary expression's type
- fix compiler tests to locate program files relative to package

## Testing
- `go vet ./...`
- `go test -v ./compiler/x/zig -tags slow -run TestZigCompiler_ValidPrograms/append_builtin -count=1`


------
https://chatgpt.com/codex/tasks/task_e_686bf882aaf08320b8f872caa8595d3d","compiler/x/zig/compiler.go
compiler/x/zig/compiler_test.go
compiler/x/zig/helpers.go",3,,False,1131,v1,v1,Pe65916e3edd42b3e
mochilang/mochi,8534,12251,OpenAI_Codex,OpenAI_Codex,2025-07-13T15:13:50+00:00,2025-07-30T23:20:55+00:00,2025-07-23T03:52:07+00:00,2025-07-23T03:52:26+00:00,False,False,True,False,False,False,False,True,False,False,True,False,control,False,False,True,,0.005601571224084033,0.005601571224084033,Add TPC-H q16 C compiler test,"## Summary
- add TPCHQ16Code helper for C compiler
- special-case q16 in `Compile`
- test TPCH q16 generation and execution
- include golden q16 C code and output

## Testing
- `go test -tags=slow ./compiler/x/c -run TPCH -v`

------
https://chatgpt.com/codex/tasks/task_e_6873c9b572488320abb88b9de1a79ec1","compiler/x/c/compiler.go
compiler/x/c/tpch_golden_test.go
compiler/x/c/tpch_q16.go
compiler/x/c/tpch_test.go
tests/dataset/tpc-h/compiler/c/q16.c
tests/dataset/tpc-h/compiler/c/q16.out",6,Update Scala transpiler index handling,"## Summary
- tweak index expression type inference for Scala transpiler
- update transpiler generated artifacts

## Testing
- `MOCHI_ROSETTA_INDEX=7 go test -run Rosetta -update -tags slow ./...` *(fails: compile: exit status 1)*

------
https://chatgpt.com/codex/tasks/task_e_688058db89c4832086f024ecffd9ace3","tests/rosetta/transpiler/Scala/2048.error
tests/rosetta/transpiler/Scala/2048.scala
transpiler/x/scala/README.md
transpiler/x/scala/ROSETTA.md
transpiler/x/scala/TASKS.md
transpiler/x/scala/transpiler.go",6,,False,7533,v1,v1,P960b1004656692d6
