repo,pr_a,pr_b,prob,raw
dotnet/aspnetcore,62497,62765,0.08,
dotnet/aspnetcore,62063,62085,0.2,
dotnet/aspnetcore,62036,62055,0.18,
dotnet/aspnetcore,62394,62602,0.12,
dotnet/aspnetcore,62526,62541,0.48,
dotnet/aspnetcore,62414,62656,0.06,
dotnet/aspnetcore,62162,62853,0.03,
dotnet/aspnetcore,62541,62765,0.08,
dotnet/aspnetcore,62414,62526,0.52,
dotnet/aspnetcore,62558,62623,0.05,
dotnet/aspnetcore,62625,62692,0.1,
dotnet/aspnetcore,62680,62877,0.15,
dotnet/aspnetcore,62162,62680,0.05,
dotnet/aspnetcore,62063,62624,0.1,
dotnet/aspnetcore,62085,62091,0.1,
dotnet/aspnetcore,62414,62661,0.12,
dotnet/aspnetcore,62057,62853,0.05,
dotnet/aspnetcore,62055,62085,0.05,
dotnet/aspnetcore,62497,62661,0.1,
dotnet/aspnetcore,62036,62162,0.12,
dotnet/aspnetcore,62394,62624,0.05,
dotnet/aspnetcore,62063,62511,0.06,
dotnet/aspnetcore,62366,62394,0.22,
dotnet/aspnetcore,62091,62436,0.03,
dotnet/macios,22840,23043,0.03,
dotnet/macios,22840,23052,0.02,
dotnet/macios,23043,23052,0.02,
dotnet/macios,23045,23052,0.02,
dotnet/macios,23045,23112,0.05,
dotnet/macios,23041,23045,0.08,
dotnet/macios,23041,23043,0.08,
dotnet/macios,22840,23313,0.08,
dotnet/macios,22840,23112,0.08,
dotnet/macios,23041,23052,0.08,
dotnet/macios,23045,23313,0.08,
dotnet/macios,23041,23112,0.08,
dotnet/macios,22840,23045,0.35,
dotnet/macios,22840,23041,0.08,
dotnet/macios,23043,23045,0.08,
dotnet/macios,23041,23313,0.02,
dotnet/macios,23043,23112,0.04,
econ-ark/HARK,1556,1560,0.02,
econ-ark/HARK,1555,1560,0.02,
econ-ark/HARK,1580,1582,0.09,
econ-ark/HARK,1559,1560,0.02,
econ-ark/HARK,1560,1561,0.02,
econ-ark/HARK,1555,1557,0.3,
econ-ark/HARK,1558,1560,0.02,
econ-ark/HARK,1581,1582,0.1,
econ-ark/HARK,1556,1561,0.15,
econ-ark/HARK,1557,1559,0.35,
econ-ark/HARK,1555,1559,0.5,
econ-ark/HARK,1557,1561,0.15,
econ-ark/HARK,1556,1558,0.12,
econ-ark/HARK,1556,1557,0.18,
econ-ark/HARK,1557,1558,0.42,
econ-ark/HARK,1558,1561,0.15,
econ-ark/HARK,1558,1559,0.48,
econ-ark/HARK,1556,1559,0.4,
econ-ark/HARK,1559,1561,0.25,
econ-ark/HARK,1555,1558,0.7,
econ-ark/HARK,1555,1556,0.15,
econ-ark/HARK,1580,1581,0.15,
econ-ark/HARK,1555,1561,0.15,
econ-ark/HARK,1557,1560,0.65,
effekseer/Effekseer,1045,1047,0.1,
effekseer/Effekseer,1044,1045,0.1,
effekseer/Effekseer,1043,1045,0.15,
effekseer/Effekseer,1044,1046,0.1,
effekseer/Effekseer,1046,1047,0.12,
effekseer/Effekseer,1043,1047,0.08,
effekseer/Effekseer,1043,1046,0.08,
effekseer/Effekseer,1043,1044,0.08,
effekseer/Effekseer,1045,1046,0.25,
elastic/terraform-provider-elasticstack,1210,1220,0.2,
elastic/terraform-provider-elasticstack,1208,1220,0.15,
elastic/terraform-provider-elasticstack,1208,1210,0.28,
elementary-data/dbt-data-reliability,833,835,0.78,
elementary-data/dbt-data-reliability,832,833,1.0,
elementary-data/dbt-data-reliability,831,833,0.75,
elementary-data/dbt-data-reliability,834,835,0.05,
elementary-data/dbt-data-reliability,831,834,0.05,
elementary-data/dbt-data-reliability,831,832,0.75,
elementary-data/dbt-data-reliability,831,835,0.85,
elementary-data/dbt-data-reliability,833,834,0.05,
elie222/inbox-zero,504,505,0.3,
elie222/inbox-zero,498,499,0.1,
elie222/inbox-zero,494,499,0.1,
elie222/inbox-zero,494,504,0.1,
elie222/inbox-zero,494,498,0.2,
elie222/inbox-zero,494,505,0.15,
elixr-games/elics,13,21,0.3,
elixr-games/elics,10,19,0.12,
elixr-games/elics,4,17,0.7,
elixr-games/elics,10,21,0.25,
elixr-games/elics,17,19,0.5,
elixr-games/elics,13,16,0.85,
elixr-games/elics,4,15,0.12,
elixr-games/elics,4,7,0.3,
elixr-games/elics,10,15,0.8,
elixr-games/elics,4,21,0.5,
elixr-games/elics,13,20,0.25,
elixr-games/elics,40,42,0.87,
elixr-games/elics,35,36,0.4,
elixr-games/elics,17,20,0.78,
elixr-games/elics,17,21,0.87,
elixr-games/elics,4,13,0.12,
elixr-games/elics,4,16,0.15,
elixr-games/elics,6,8,0.68,
elixr-games/elics,10,17,0.75,
elixr-games/elics,10,16,0.85,
elixr-games/elics,24,26,0.75,
elixr-games/elics,10,20,0.4,
elixr-games/elics,4,6,0.35,
elixr-games/elics,13,15,0.9,
elixr-games/elics,7,8,0.2,
elixr-games/elics,4,20,0.45,
elixr-games/elics,4,8,0.15,
elixr-games/elics,13,17,0.7,
elixr-games/elics,13,19,0.15,
elixr-games/elics,4,19,0.35,
elixr-games/elics,10,13,0.72,
elixr-games/elics,4,10,0.25,
elixr-games/elics,35,37,0.67,
elixr-games/elics,6,7,0.2,
elixr-games/elics,4,5,0.52,
epicweb-dev/epicshop,275,279,0.15,
epicweb-dev/epicshop,254,258,0.4,
epicweb-dev/epicshop,275,278,0.1,
epicweb-dev/epicshop,254,283,0.45,
epicweb-dev/epicshop,279,283,0.65,
epicweb-dev/epicshop,254,286,0.8,
epicweb-dev/epicshop,275,284,0.35,
epicweb-dev/epicshop,283,286,0.3,
epicweb-dev/epicshop,254,264,0.2,
epicweb-dev/epicshop,254,267,0.25,
epicweb-dev/epicshop,254,268,0.5,
epicweb-dev/epicshop,275,283,0.3,
epicweb-dev/epicshop,254,284,0.2,
epicweb-dev/epicshop,277,278,0.85,
epicweb-dev/epicshop,283,292,0.35,
epicweb-dev/epicshop,255,256,0.45,
epicweb-dev/epicshop,275,292,0.2,
epicweb-dev/epicshop,254,276,0.4,
epicweb-dev/epicshop,268,272,0.5,
epicweb-dev/epicshop,254,279,0.65,
epicweb-dev/epicshop,268,277,0.55,
epicweb-dev/epicshop,254,275,0.3,
epicweb-dev/epicshop,254,291,0.2,
epicweb-dev/epicshop,275,276,0.1,
epicweb-dev/epicshop,275,291,0.08,
epicweb-dev/epicshop,254,265,0.28,
epicweb-dev/epicshop,268,269,0.32,
epicweb-dev/epicshop,268,278,0.45,
epicweb-dev/epicshop,254,260,0.38,
epicweb-dev/epicshop,268,275,0.15,
epicweb-dev/epicshop,279,284,0.08,
epicweb-dev/epicshop,254,272,0.22,
epicweb-dev/epicshop,275,286,0.28,
epicweb-dev/epicshop,254,256,0.35,
epicweb-dev/epicshop,254,269,0.2,
epicweb-dev/epicshop,279,291,0.3,
epicweb-dev/epicshop,254,278,0.5,
epicweb-dev/epicshop,254,262,0.15,
epicweb-dev/epicshop,275,277,0.1,
epicweb-dev/epicshop,283,284,0.25,
epicweb-dev/epicshop,254,277,0.45,
epicweb-dev/epicshop,268,276,0.6,
epicweb-dev/epicshop,254,266,0.25,
epicweb-dev/epicshop,279,286,0.35,
epicweb-dev/epicshop,254,292,0.75,
epicweb-dev/epicshop,254,257,0.45,
epicweb-dev/epicshop,254,255,0.8,
epicweb-dev/epicshop,279,292,0.25,
epicweb-dev/epicshop,283,291,0.3,
evmts/tevm-monorepo,1847,1850,0.5,
evmts/tevm-monorepo,1831,1847,0.15,
evmts/tevm-monorepo,1830,1847,0.15,
evmts/tevm-monorepo,1830,1850,0.5,
evmts/tevm-monorepo,1830,1831,0.15,
evmts/tevm-monorepo,1831,1850,0.3,
fireship-io/flamethrower,96,97,0.45,
fireship-io/flamethrower,95,97,0.3,
fireship-io/flamethrower,95,96,0.25,
fjordllc/bootcamp,8585,8596,0.5,
fjordllc/bootcamp,8596,8618,0.12,
fjordllc/bootcamp,8591,8594,0.9,
fjordllc/bootcamp,8594,8618,0.12,
fjordllc/bootcamp,8591,8592,0.9,
fjordllc/bootcamp,8594,8617,0.15,
fjordllc/bootcamp,8585,8592,0.08,
fjordllc/bootcamp,8594,8596,0.9,
fjordllc/bootcamp,8596,8617,0.15,
fjordllc/bootcamp,8585,8594,0.08,
fjordllc/bootcamp,8585,8591,0.08,
fjordllc/bootcamp,8592,8594,0.9,
formbricks/formbricks,6082,6085,0.05,
formbricks/formbricks,5819,5830,0.2,
formbricks/formbricks,5819,5829,0.12,
freenet/freenet-core,1598,1600,0.35,
freenet/freenet-core,1596,1598,0.95,
freenet/freenet-core,1596,1599,0.15,
freenet/freenet-core,1594,1599,0.42,
freenet/freenet-core,1592,1593,0.48,
freenet/freenet-core,1599,1600,0.82,
freenet/freenet-core,1592,1599,0.38,
freenet/freenet-core,1596,1600,0.28,
freenet/freenet-core,1593,1598,0.22,
freenet/freenet-core,1594,1596,0.18,
freenet/freenet-core,1592,1600,0.85,
freenet/freenet-core,1592,1596,0.75,
freenet/freenet-core,1592,1594,0.45,
freenet/freenet-core,1593,1596,0.8,
freenet/freenet-core,1593,1600,0.85,
freenet/freenet-core,1594,1598,0.75,
freenet/freenet-core,1592,1598,0.7,
freenet/freenet-core,1594,1600,0.55,
freenet/freenet-core,1593,1594,0.7,
freenet/freenet-core,1584,1585,0.4,
freenet/freenet-core,1598,1599,0.28,
freenet/freenet-core,1593,1599,0.42,
getsentry/sentry-dart,3084,3090,0.12,
getsentry/sentry-dart,3080,3083,0.08,
getsentry/sentry-dart,3079,3083,0.08,
getsentry/sentry-dart,3079,3084,0.75,
getsentry/sentry-dart,3079,3080,0.08,
getsentry/sentry-dart,3083,3084,0.12,
getsentry/sentry-dart,3080,3084,0.08,
getsentry/sentry-javascript,16556,16558,0.38,
getsentry/sentry-javascript,16956,16959,0.12,
getsentry/sentry-javascript,16744,16956,0.15,
getsentry/sentry-javascript,16956,16957,0.12,
getsentry/sentry-javascript,16556,16710,0.06,
getsentry/sentry-javascript,16556,16832,0.42,
getsentry/sentry-javascript,16744,16959,0.15,
getsentry/sentry-javascript,16556,16956,0.12,
getsentry/sentry-javascript,16744,16958,0.15,
getsentry/sentry-javascript,16956,16958,0.12,
getsentry/sentry-javascript,16744,16957,0.15,
getsentry/sentry-javascript,16556,16557,0.15,
getsentry/sentry-javascript,16726,16744,0.5,
getsentry/sentry-javascript,16958,16959,0.25,
getsentry/sentry-javascript,16957,16959,0.2,
getsentry/sentry-javascript,16724,16726,0.55,
getsentry/sentry-javascript,16556,16724,0.4,
getsentry/sentry-javascript,16556,16661,0.15,
getsentry/sentry-javascript,16556,16958,0.15,
getsentry/sentry-javascript,16556,16744,0.45,
getsentry/sentry-javascript,16556,16726,0.35,
getsentry/sentry-javascript,16556,16959,0.15,
getsentry/sentry-javascript,16557,16558,0.05,
getsentry/sentry-javascript,16539,16553,0.05,
getsentry/sentry-javascript,16957,16958,0.25,
getsentry/sentry-javascript,16556,16957,0.1,
getsentry/sentry-javascript,16744,16832,0.15,
getsentry/sentry-python,4476,4487,0.65,
getsentry/sentry-python,4474,4476,0.1,
getsentry/sentry-python,4459,4476,0.05,
getsentry/sentry-python,4459,4487,0.55,
getsentry/sentry-python,4459,4474,0.18,
getsentry/sentry-python,4474,4487,0.87,
github/gh-gei,1352,1379,0.37,
github/gh-gei,1351,1360,0.12,
github/gh-gei,1349,1360,0.1,
github/gh-gei,1349,1377,0.08,
github/gh-gei,1351,1352,0.15,
github/gh-gei,1351,1379,0.15,
github/gh-gei,1351,1386,0.72,
github/gh-gei,1352,1382,0.12,
github/gh-gei,1375,1377,0.95,
github/gh-gei,1351,1354,0.15,
github/gh-gei,1351,1383,0.2,
github/gh-gei,1352,1385,0.2,
github/gh-gei,1349,1379,0.1,
github/gh-gei,1382,1383,0.15,
github/gh-gei,1352,1383,0.35,
github/gh-gei,1351,1359,0.05,
github/gh-gei,1359,1360,0.05,
github/gh-gei,1352,1386,0.4,
github/gh-gei,1349,1375,0.08,
github/gh-gei,1383,1386,0.9,
github/gh-gei,1382,1385,0.05,
github/gh-gei,1349,1373,0.08,
github/gh-gei,1351,1382,0.08,
github/gh-gei,1373,1379,0.3,
github/gh-gei,1351,1373,0.08,
github/gh-gei,1383,1385,0.92,
github/gh-gei,1352,1375,0.03,
github/gh-gei,1385,1386,0.92,
github/gh-gei,1352,1359,0.15,
github/gh-gei,1354,1360,0.95,
github/gh-gei,1373,1377,0.05,
github/gh-gei,1352,1354,0.8,
github/gh-gei,1352,1373,0.9,
github/gh-gei,1352,1384,0.2,
github/gh-gei,1351,1385,0.1,
github/gh-gei,1349,1352,0.05,
github/gh-gei,1352,1360,0.85,
github/gh-gei,1382,1384,0.05,
github/gh-gei,1352,1377,0.05,
github/gh-gei,1349,1359,0.05,
github/gh-gei,1351,1377,0.1,
github/gh-gei,1351,1384,0.2,
github/gh-gei,1373,1375,0.05,
github/gh-gei,1351,1375,0.05,
github/gh-gei,1354,1359,0.05,
github/gh-gei,1383,1384,0.85,
github/gh-gei,1384,1386,0.8,
github/gh-gei,1349,1354,0.1,
github/gh-gei,1349,1351,0.4,
github/gh-gei,1382,1386,0.18,
github/gh-gei,1384,1385,0.95,
gmathi/NovelLibrary,243,247,0.4,
gmathi/NovelLibrary,246,247,0.3,
gmathi/NovelLibrary,243,246,0.75,
gmathi/NovelLibrary,243,244,0.85,
gofiber/fiber,3487,3495,0.22,
gofiber/fiber,3508,3604,0.28,
gofiber/fiber,3476,3523,0.22,
gofiber/fiber,3508,3539,0.15,
gofiber/fiber,3487,3494,0.15,
gofiber/fiber,3463,3474,0.1,
gofiber/fiber,3503,3513,0.15,
gofiber/fiber,3522,3531,0.15,
gofiber/fiber,3518,3560,0.12,
gofiber/fiber,3476,3521,0.25,
gofiber/fiber,3526,3527,0.1,
gofiber/fiber,3508,3530,0.25,
gofiber/fiber,3518,3527,0.1,
gofiber/fiber,3582,3608,0.12,
gofiber/fiber,3487,3539,0.2,
gofiber/fiber,3503,3508,0.42,
gofiber/fiber,3503,3505,0.1,
gofiber/fiber,3508,3560,0.13,
gofiber/fiber,3487,3524,0.15,
gofiber/fiber,3508,3582,0.28,
gofiber/fiber,3508,3521,0.4,
gofiber/fiber,3472,3474,0.05,
gofiber/fiber,3582,3604,0.18,
gofiber/fiber,3476,3527,0.15,
gofiber/fiber,3505,3507,0.28,
gofiber/fiber,3487,3531,0.1,
gofiber/fiber,3583,3604,0.25,
gofiber/fiber,3487,3522,0.15,
gofiber/fiber,3522,3529,0.08,
gofiber/fiber,3487,3520,0.12,
gofiber/fiber,3482,3484,0.32,
gofiber/fiber,3508,3585,0.18,
gofiber/fiber,3530,3531,0.08,
gofiber/fiber,3476,3530,0.15,
gofiber/fiber,3488,3491,0.1,
gofiber/fiber,3518,3523,0.12,
gofiber/fiber,3476,3531,0.15,
gofiber/fiber,3508,3608,0.3,
gofiber/fiber,3494,3495,0.15,
gofiber/fiber,3627,3628,0.92,
gofiber/fiber,3627,3629,0.15,
gofiber/fiber,3505,3513,0.1,
gofiber/fiber,3476,3488,0.15,
gofiber/fiber,3476,3522,0.15,
gofiber/fiber,3495,3503,0.45,
gofiber/fiber,3582,3629,0.1,
gofiber/fiber,3523,3524,0.15,
gofiber/fiber,3463,3467,0.15,
gofiber/fiber,3583,3590,0.3,
gofiber/fiber,3487,3513,0.4,
gofiber/fiber,3472,3475,0.1,
gofiber/fiber,3522,3530,0.4,
gofiber/fiber,3580,3582,0.15,
gofiber/fiber,3582,3627,0.8,
gofiber/fiber,3580,3583,0.35,
gofiber/fiber,3508,3522,0.15,
gofiber/fiber,3518,3524,0.1,
gofiber/fiber,3524,3527,0.1,
gofiber/fiber,3518,3522,0.25,
gofiber/fiber,3522,3526,0.12,
gofiber/fiber,3580,3585,0.12,
gofiber/fiber,3608,3614,0.12,
gofiber/fiber,3518,3559,0.3,
gofiber/fiber,3508,3558,0.15,
gofiber/fiber,3476,3520,0.2,
gofiber/fiber,3508,3529,0.28,
gofiber/fiber,3487,3523,0.15,
gofiber/fiber,3487,3530,0.15,
gofiber/fiber,3518,3530,0.1,
gofiber/fiber,3508,3518,0.05,
gofiber/fiber,3487,3518,0.38,
gofiber/fiber,3476,3482,0.15,
gofiber/fiber,3518,3590,0.72,
gofiber/fiber,3582,3585,0.15,
gofiber/fiber,3476,3491,0.2,
gofiber/fiber,3476,3484,0.15,
gofiber/fiber,3508,3520,0.4,
gofiber/fiber,3508,3526,0.6,
gofiber/fiber,3463,3470,0.2,
gofiber/fiber,3628,3629,0.2,
gofiber/fiber,3518,3529,0.2,
gofiber/fiber,3471,3472,0.3,
gofiber/fiber,3476,3524,0.3,
gofiber/fiber,3508,3575,0.15,
gofiber/fiber,3522,3527,0.1,
gofiber/fiber,3518,3531,0.1,
gofiber/fiber,3463,3482,0.15,
gofiber/fiber,3518,3539,0.15,
gofiber/fiber,3582,3583,0.25,
gofiber/fiber,3518,3558,0.4,
gofiber/fiber,3583,3585,0.1,
gofiber/fiber,3508,3513,0.1,
gofiber/fiber,3463,3476,0.25,
gofiber/fiber,3518,3575,0.05,
gofiber/fiber,3518,3582,0.1,
gofiber/fiber,3505,3508,0.1,
gofiber/fiber,3508,3583,0.05,
gofiber/fiber,3463,3465,0.03,
gofiber/fiber,3518,3580,0.15,
gofiber/fiber,3508,3614,0.08,
gofiber/fiber,3476,3513,0.08,
gofiber/fiber,3463,3471,0.05,
gofiber/fiber,3508,3590,0.35,
gofiber/fiber,3476,3487,0.2,
gofiber/fiber,3476,3508,0.35,
gofiber/fiber,3463,3472,0.05,
gofiber/fiber,3518,3520,0.08,
gofiber/fiber,3608,3617,0.55,
gofiber/fiber,3508,3559,0.5,
gofiber/fiber,3463,3464,0.22,
gofiber/fiber,3476,3507,0.4,
gofiber/fiber,3476,3503,0.08,
gofiber/fiber,3487,3521,0.85,
gofiber/fiber,3487,3526,0.2,
gofiber/fiber,3487,3507,0.1,
gofiber/fiber,3476,3494,0.15,
gofiber/fiber,3518,3576,0.2,
gofiber/fiber,3476,3526,0.05,
gofiber/fiber,3476,3505,0.1,
gofiber/fiber,3518,3583,0.25,
gofiber/fiber,3518,3521,0.08,
gofiber/fiber,3582,3590,0.15,
gofiber/fiber,3508,3523,0.12,
gofiber/fiber,3487,3505,0.12,
gofiber/fiber,3582,3614,0.05,
gofiber/fiber,3463,3484,0.1,
gofiber/fiber,3518,3585,0.05,
gofiber/fiber,3487,3488,0.75,
gofiber/fiber,3487,3503,0.2,
gofiber/fiber,3508,3531,0.25,
gofiber/fiber,3508,3527,0.3,
gofiber/fiber,3524,3526,0.05,
gofiber/fiber,3508,3576,0.3,
gofiber/fiber,3582,3628,0.75,
gofiber/fiber,3522,3524,0.15,
gofiber/fiber,3518,3526,0.12,
gofiber/fiber,3476,3495,0.18,
gofiber/fiber,3487,3527,0.22,
gofiber/fiber,3583,3614,0.12,
gofiber/fiber,3582,3617,0.45,
gofiber/fiber,3487,3508,0.28,
gofiber/fiber,3520,3521,0.12,
gofiber/fiber,3583,3608,0.25,
gofiber/fiber,3487,3529,0.05,
gofiber/fiber,3508,3524,0.15,
gofiber/fiber,3476,3529,0.05,
gofiber/fiber,3503,3507,0.2,
gofiber/fiber,3487,3491,0.05,
gofiber/fiber,3463,3475,0.05,
gofiber/fiber,3476,3539,0.2,
gofiber/fiber,3522,3523,0.15,
gofiber/fiber,3508,3580,0.2,
gofiber/fiber,3476,3518,0.25,
golang-design/clipboard,75,81,0.25,
golang-design/clipboard,73,75,0.15,
golang-design/clipboard,76,81,0.65,
golang-design/clipboard,75,77,0.08,
golang-design/clipboard,73,78,0.35,
golang-design/clipboard,76,80,0.05,
golang-design/clipboard,73,77,0.08,
golang-design/clipboard,76,78,0.4,
golang-design/clipboard,74,76,0.25,
golang-design/clipboard,74,75,0.12,
golang-design/clipboard,75,76,0.75,
golang-design/clipboard,75,79,0.15,
golang-design/clipboard,76,77,0.2,
golang-design/clipboard,74,77,0.05,
golang-design/clipboard,75,80,0.3,
golang-design/clipboard,74,78,0.35,
golang-design/clipboard,73,76,0.65,
golang-design/clipboard,73,74,0.85,
golang-design/clipboard,76,79,0.1,
golang-design/clipboard,75,78,0.4,
green-coding-solutions/green-metrics-tool,1253,1255,0.2,
gridaco/grida,371,372,0.12,
gridaco/grida,359,360,0.25,
gridaco/grida,346,348,0.08,
gridaco/grida,359,361,0.35,
gridaco/grida,345,346,0.55,
gridaco/grida,359,363,0.35,
gridaco/grida,360,361,0.2,
grll/mcpadapt,59,60,0.12,
grll/mcpadapt,58,59,0.08,
grll/mcpadapt,57,59,0.05,
grll/mcpadapt,57,60,0.05,
grll/mcpadapt,57,58,0.05,
grll/mcpadapt,58,60,0.1,
gtg922r/obsidian-numerals,102,104,0.05,
gtg922r/obsidian-numerals,100,104,0.05,
gtg922r/obsidian-numerals,100,102,0.2,
huggingface/huggingface.js,1490,1491,0.8,
huggingface/huggingface.js,1489,1491,0.85,
huggingface/huggingface.js,1489,1490,0.7,
hyperion-mc/hyperion,900,901,0.15,
hyperlight-dev/hyperlight,641,647,0.2,
hyperlight-dev/hyperlight,641,724,0.1,
hyperlight-dev/hyperlight,519,641,0.1,
hyperlight-dev/hyperlight,641,682,0.05,
hyperlight-dev/hyperlight,512,513,0.28,
hyperlight-dev/hyperlight,641,658,0.05,
hyperlight-dev/hyperlight,510,513,0.35,
hyperlight-dev/hyperlight,519,658,0.05,
hyperlight-dev/hyperlight,519,682,0.05,
hyperlight-dev/hyperlight,512,519,0.9,
hyperlight-dev/hyperlight,510,512,0.7,
hyperlight-dev/hyperlight,519,647,0.15,
hyperlight-dev/hyperlight,641,730,0.95,
igraph/igraph,2796,2797,0.1,
igraph/igraph,2795,2797,0.1,
igraph/igraph,2795,2796,0.1,
imbhargav5/rooks,1815,1818,0.45,
imbhargav5/rooks,1816,1818,0.45,
imbhargav5/rooks,1809,1831,0.5,
imbhargav5/rooks,1815,1817,0.32,
imbhargav5/rooks,1814,1819,0.32,
imbhargav5/rooks,1809,1834,0.12,
imbhargav5/rooks,1808,1809,0.45,
imbhargav5/rooks,1809,1841,0.28,
imbhargav5/rooks,1818,1819,0.32,
imbhargav5/rooks,1809,1849,0.38,
imbhargav5/rooks,1809,1839,0.14,
imbhargav5/rooks,1817,1818,0.32,
imbhargav5/rooks,1815,1819,0.32,
imbhargav5/rooks,1809,1824,0.28,
imbhargav5/rooks,1817,1819,0.42,
imbhargav5/rooks,1809,1838,0.32,
imbhargav5/rooks,1809,1848,0.58,
imbhargav5/rooks,1809,1845,0.32,
imbhargav5/rooks,1809,1825,0.32,
imbhargav5/rooks,1801,1803,0.62,
imbhargav5/rooks,1809,1847,0.32,
imbhargav5/rooks,1809,1833,0.58,
imbhargav5/rooks,1798,1799,0.28,
imbhargav5/rooks,1815,1822,0.25,
imbhargav5/rooks,1809,1812,0.25,
imbhargav5/rooks,1801,1802,0.1,
imbhargav5/rooks,1835,1836,0.2,
imbhargav5/rooks,1809,1827,0.25,
imbhargav5/rooks,1809,1810,0.08,
imbhargav5/rooks,1809,1823,0.3,
imbhargav5/rooks,1809,1832,0.08,
imbhargav5/rooks,1809,1836,0.35,
imbhargav5/rooks,1838,1839,0.08,
imbhargav5/rooks,1816,1819,0.2,
imbhargav5/rooks,1809,1814,0.08,
imbhargav5/rooks,1846,1847,0.2,
imbhargav5/rooks,1815,1816,0.2,
imbhargav5/rooks,1809,1819,0.08,
imbhargav5/rooks,1809,1835,0.3,
imbhargav5/rooks,1809,1820,0.35,
imbhargav5/rooks,1814,1816,0.2,
imbhargav5/rooks,1795,1796,0.1,
imbhargav5/rooks,1809,1815,0.08,
imbhargav5/rooks,1807,1808,0.25,
imbhargav5/rooks,1814,1815,0.25,
imbhargav5/rooks,1809,1817,0.3,
imbhargav5/rooks,1845,1847,0.25,
imbhargav5/rooks,1807,1810,0.08,
imbhargav5/rooks,1812,1813,0.25,
imbhargav5/rooks,1814,1818,0.25,
imbhargav5/rooks,1809,1821,0.3,
imbhargav5/rooks,1809,1816,0.3,
imbhargav5/rooks,1840,1841,0.35,
imbhargav5/rooks,1809,1828,0.3,
imbhargav5/rooks,1809,1846,0.3,
imbhargav5/rooks,1809,1822,0.3,
imbhargav5/rooks,1815,1821,0.25,
imbhargav5/rooks,1796,1797,0.35,
imbhargav5/rooks,1809,1840,0.35,
imbhargav5/rooks,1809,1813,0.3,
imbhargav5/rooks,1809,1843,0.5,
imbhargav5/rooks,1809,1818,0.3,
imbhargav5/rooks,1807,1809,0.3,
imbhargav5/rooks,1816,1817,0.25,
imbhargav5/rooks,1815,1820,0.65,
imbhargav5/rooks,1814,1817,0.2,
imbhargav5/rooks,1808,1810,0.05,
imbhargav5/rooks,1845,1846,0.2,
imbhargav5/rooks,1809,1829,0.12,
imbhargav5/rooks,1809,1826,0.12,
imgntn/j360,30,32,0.75,
imgntn/j360,30,37,0.7,
imgntn/j360,23,26,0.85,
imgntn/j360,30,38,0.75,
imgntn/j360,30,34,0.25,
imgntn/j360,23,25,0.8,
imgntn/j360,30,35,0.45,
imgntn/j360,30,36,0.35,
imgntn/j360,30,31,0.7,
imgntn/j360,23,24,0.85,
imgntn/j360,30,33,0.85,
ithacaxyz/account,208,210,0.8,
jinia91/blog,116,117,0.15,
jis3r/icons,29,30,0.2,
johnlindquist/kit,1589,1590,0.15,
johnpapa/shopathome,219,221,0.35,
johnpapa/shopathome,217,219,0.75,
johnpapa/shopathome,217,221,0.3,
johnpapa/shopathome,217,223,0.12,
johnpapa/shopathome,219,223,0.18,
jxxghp/MoviePilot-Frontend,367,368,0.25,
jxxghp/MoviePilot-Frontend,365,366,0.4,
jxxghp/MoviePilot-Frontend,357,358,0.9,
kern/filepizza,278,292,0.4,
kern/filepizza,290,293,0.2,
kern/filepizza,278,290,0.3,
kern/filepizza,280,293,0.65,
kern/filepizza,278,287,0.75,
kern/filepizza,290,292,0.15,
kern/filepizza,278,280,0.45,
kern/filepizza,280,292,0.6,
kern/filepizza,278,293,0.35,
kern/filepizza,280,287,0.4,
kern/filepizza,277,278,0.7,
kern/filepizza,280,290,0.45,
kern/filepizza,292,293,0.85,
kubernetes-sigs/blob-csi-driver,2067,2068,0.15,
kubernetes-sigs/blob-csi-driver,2066,2068,0.1,
kubernetes-sigs/blob-csi-driver,2066,2067,0.6,
kyryl-opens-ml/no-ocr,14,16,0.6,
kyryl-opens-ml/no-ocr,15,16,0.75,
kyryl-opens-ml/no-ocr,14,15,0.3,
kyryl-opens-ml/no-ocr,11,12,0.2,
laiso/askrepo,8,9,0.95,
langchain-ai/langchain,32160,32274,0.05,
langchain-ai/langchain,32161,32162,0.15,
langchain-ai/langchain,32160,32162,0.15,
langchain-ai/langchain,32163,32274,0.05,
langchain-ai/langchain,32160,32163,0.1,
langchain-ai/langchain,32160,32161,0.2,
langchain-ai/langchain,32162,32163,0.08,
langchain-ai/langchain,32161,32163,0.1,
latitude-dev/latitude-llm,1385,1390,0.25,
lidofinance/diffyscan,90,92,0.02,
lidofinance/diffyscan,91,94,0.5,
lidofinance/diffyscan,93,94,0.4,
lidofinance/diffyscan,91,95,0.2,
lidofinance/diffyscan,95,96,0.05,
lidofinance/diffyscan,91,93,0.02,
lidofinance/diffyscan,91,92,0.02,
lidofinance/diffyscan,91,96,0.98,
lidofinance/diffyscan,92,95,0.95,
lidofinance/diffyscan,92,94,0.02,
lidofinance/diffyscan,93,95,0.15,
lidofinance/diffyscan,90,93,0.05,
lidofinance/diffyscan,90,91,0.08,
lidofinance/diffyscan,92,93,0.05,
lidofinance/diffyscan,94,95,0.4,
lostintangent/gistpad,390,392,0.25,
lostintangent/gistpad,395,398,0.2,
lostintangent/gistpad,397,398,0.35,
lostintangent/gistpad,397,400,0.6,
lostintangent/gistpad,400,402,0.75,
lostintangent/gistpad,395,397,0.75,
